
###############################

###############################
ADULT_COMPLEX, FULL, INSPECTION_TRAIN, 100, CTE, NON-MATERIALIZED, Pandas/Original, 4402.074821002316, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/adult_complex/adult_train.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/adult_complex/adult_test.csv']
COMPAS_TIMED, FULL, INSPECTION_TRAIN, 100, VIEW, MATERIALIZED, PostgreSQL, 844.559040666733, 767.1475649484983, 27.697428850860838, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_train.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_test.csv']

###############################
LOAD CSV 1, 86.5945816040039, 7325.205087661743, PostgreSQL/Umbra
LOAD CSV 2, 70.46318054199219, 7395.668268203735, PostgreSQL/Umbra
PROJECT TRAIN, 19.771575927734375, 7415.43984413147, PostgreSQL/Umbra
PROJECT TEST, 18.821001052856445, 7434.260845184326, PostgreSQL/Umbra
SELECT TRAIN 1, 47.02877998352051, 7481.289625167847, PostgreSQL/Umbra
SELECT TRAIN 2, 43.84255409240723, 7525.132179260254, PostgreSQL/Umbra
SELECT TRAIN 3, 40.30323028564453, 7565.435409545898, PostgreSQL/Umbra
SELECT TRAIN 4, 41.03493690490723, 7606.470346450806, PostgreSQL/Umbra
REPLACE TRAIN, 30.871152877807617, 7637.341499328613, PostgreSQL/Umbra
REPLACE TEST, 22.939682006835938, 7660.281181335449, PostgreSQL/Umbra
BINARIZE TRAIN, 15.900850296020508, 7676.18203163147, PostgreSQL/Umbra
BINARIZE TEST, 11.492729187011719, 7687.674760818481, PostgreSQL/Umbra
PIPELINE+MODEL FIT, 2342.6806926727295, 10030.355453491211, PostgreSQL/Umbra
PIPELINE+MODEL SCORE, 80.04426956176758, 10110.399723052979, PostgreSQL/Umbra
LOAD CSV 1, 69.8862075805664, 10180.285930633545, PostgreSQL/Umbra
LOAD CSV 2, 56.2596321105957, 10236.54556274414, PostgreSQL/Umbra
PROJECT TRAIN, 19.28234100341797, 10255.827903747559, PostgreSQL/Umbra
PROJECT TEST, 19.015789031982422, 10274.843692779541, PostgreSQL/Umbra
SELECT TRAIN 1, 37.08195686340332, 10311.925649642944, PostgreSQL/Umbra
SELECT TRAIN 2, 37.66274452209473, 10349.588394165039, PostgreSQL/Umbra
SELECT TRAIN 3, 37.677764892578125, 10387.266159057617, PostgreSQL/Umbra
SELECT TRAIN 4, 39.52336311340332, 10426.78952217102, PostgreSQL/Umbra
REPLACE TRAIN, 29.327869415283203, 10456.117391586304, PostgreSQL/Umbra
REPLACE TEST, 23.02408218383789, 10479.141473770142, PostgreSQL/Umbra
BINARIZE TRAIN, 14.96744155883789, 10494.10891532898, PostgreSQL/Umbra
BINARIZE TEST, 10.571002960205078, 10504.679918289185, PostgreSQL/Umbra
PIPELINE+MODEL FIT, 2216.8705463409424, 12721.550464630127, PostgreSQL/Umbra
PIPELINE+MODEL SCORE, 79.32853698730469, 12800.879001617432, PostgreSQL/Umbra
LOAD CSV 1, 79.38122749328613, 12880.260229110718, PostgreSQL/Umbra
LOAD CSV 2, 65.0179386138916, 12945.27816772461, PostgreSQL/Umbra
PROJECT TRAIN, 20.026206970214844, 12965.304374694824, PostgreSQL/Umbra
PROJECT TEST, 13.844490051269531, 12979.148864746094, PostgreSQL/Umbra
SELECT TRAIN 1, 37.92142868041992, 13017.070293426514, PostgreSQL/Umbra
SELECT TRAIN 2, 30.562400817871094, 13047.632694244385, PostgreSQL/Umbra
SELECT TRAIN 3, 35.46309471130371, 13083.095788955688, PostgreSQL/Umbra
SELECT TRAIN 4, 34.29818153381348, 13117.393970489502, PostgreSQL/Umbra
REPLACE TRAIN, 26.036500930786133, 13143.430471420288, PostgreSQL/Umbra
REPLACE TEST, 21.96788787841797, 13165.398359298706, PostgreSQL/Umbra
BINARIZE TRAIN, 11.387348175048828, 13176.785707473755, PostgreSQL/Umbra
BINARIZE TEST, 11.211395263671875, 13187.997102737427, PostgreSQL/Umbra
PIPELINE+MODEL FIT, 245.18203735351562, 13433.179140090942, PostgreSQL/Umbra
PIPELINE+MODEL SCORE, 79.34021949768066, 13512.519359588623, PostgreSQL/Umbra
COMPAS_TIMED, FULL, INSPECTION_TRAIN, 100, VIEW, NON-MATERIALIZED, PostgreSQL, 2167.453122666681, 955525.8827900059, 977.5100422962446, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_train.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_test.csv']

###############################
LOAD CSV 1, 187.78181076049805, 13700.301170349121, PostgreSQL/Umbra
LOAD CSV 2, 95.9310531616211, 13796.232223510742, PostgreSQL/Umbra
PROJECT TRAIN, 30.47943115234375, 13826.711654663086, PostgreSQL/Umbra
PROJECT TEST, 21.571874618530273, 13848.283529281616, PostgreSQL/Umbra
SELECT TRAIN 1, 51.27120018005371, 13899.55472946167, PostgreSQL/Umbra
SELECT TRAIN 2, 33.34760665893555, 13932.902336120605, PostgreSQL/Umbra
SELECT TRAIN 3, 34.58118438720703, 13967.483520507812, PostgreSQL/Umbra
SELECT TRAIN 4, 43.85638236999512, 14011.339902877808, PostgreSQL/Umbra
REPLACE TRAIN, 29.961347579956055, 14041.301250457764, PostgreSQL/Umbra
REPLACE TEST, 19.81520652770996, 14061.116456985474, PostgreSQL/Umbra
BINARIZE TRAIN, 13.704061508178711, 14074.820518493652, PostgreSQL/Umbra
BINARIZE TEST, 9.638786315917969, 14084.45930480957, PostgreSQL/Umbra
PIPELINE+MODEL FIT, 219.24948692321777, 14303.708791732788, PostgreSQL/Umbra
PIPELINE+MODEL SCORE, 66.58792495727539, 14370.296716690063, PostgreSQL/Umbra
LOAD CSV 1, 133.37373733520508, 14503.670454025269, PostgreSQL/Umbra
LOAD CSV 2, 93.44625473022461, 14597.116708755493, PostgreSQL/Umbra
PROJECT TRAIN, 15.582799911499023, 14612.699508666992, PostgreSQL/Umbra
PROJECT TEST, 14.723777770996094, 14627.423286437988, PostgreSQL/Umbra
SELECT TRAIN 1, 62.88003921508789, 14690.303325653076, PostgreSQL/Umbra
SELECT TRAIN 2, 32.55438804626465, 14722.85771369934, PostgreSQL/Umbra
SELECT TRAIN 3, 43.62130165100098, 14766.479015350342, PostgreSQL/Umbra
SELECT TRAIN 4, 32.16361999511719, 14798.642635345459, PostgreSQL/Umbra
REPLACE TRAIN, 28.789520263671875, 14827.43215560913, PostgreSQL/Umbra
REPLACE TEST, 18.288612365722656, 14845.720767974854, PostgreSQL/Umbra
BINARIZE TRAIN, 19.71268653869629, 14865.43345451355, PostgreSQL/Umbra
BINARIZE TEST, 15.143871307373047, 14880.577325820923, PostgreSQL/Umbra
PIPELINE+MODEL FIT, 207.35859870910645, 15087.93592453003, PostgreSQL/Umbra
PIPELINE+MODEL SCORE, 98.02389144897461, 15185.959815979004, PostgreSQL/Umbra
LOAD CSV 1, 135.56838035583496, 15321.528196334839, PostgreSQL/Umbra
LOAD CSV 2, 94.03133392333984, 15415.559530258179, PostgreSQL/Umbra
PROJECT TRAIN, 16.95728302001953, 15432.516813278198, PostgreSQL/Umbra
PROJECT TEST, 14.57524299621582, 15447.092056274414, PostgreSQL/Umbra
SELECT TRAIN 1, 52.50096321105957, 15499.593019485474, PostgreSQL/Umbra
SELECT TRAIN 2, 30.1816463470459, 15529.77466583252, PostgreSQL/Umbra
SELECT TRAIN 3, 28.01656723022461, 15557.791233062744, PostgreSQL/Umbra
SELECT TRAIN 4, 31.260251998901367, 15589.051485061646, PostgreSQL/Umbra
REPLACE TRAIN, 20.052194595336914, 15609.103679656982, PostgreSQL/Umbra
REPLACE TEST, 23.345232009887695, 15632.44891166687, PostgreSQL/Umbra
BINARIZE TRAIN, 23.079872131347656, 15655.528783798218, PostgreSQL/Umbra
BINARIZE TEST, 10.692596435546875, 15666.221380233765, PostgreSQL/Umbra
PIPELINE+MODEL FIT, 207.91172981262207, 15874.133110046387, PostgreSQL/Umbra
PIPELINE+MODEL SCORE, 79.85901832580566, 15953.992128372192, PostgreSQL/Umbra
COMPAS_TIMED, FULL, INSPECTION_TRAIN, 100, VIEW, NON-MATERIALIZED, Umbra, 901.3214559999293, 1138.6953270732836, 33.74455996265596, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_train.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_test.csv']

###############################

###############################
COMPAS, FULL, INSPECTION_TRAIN, 100, VIEW, NON-MATERIALIZED, Pandas/Original, 1931.0765616664867, 892964.2808480269, 944.9678729184537, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_train.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_test.csv']

###############################
COMPAS, FULL, INSPECTION_TRAIN, 100, VIEW, MATERIALIZED, PostgreSQL, 789.4044430001182, 468.0251950655693, 21.63388996610571, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_train.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_test.csv']

###############################
COMPAS, FULL, INSPECTION_TRAIN, 100, VIEW, NON-MATERIALIZED, PostgreSQL, 799.3848093331811, 453.6509172357519, 21.29908254446073, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_train.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_test.csv']

###############################
COMPAS, FULL, INSPECTION_TRAIN, 100, VIEW, NON-MATERIALIZED, Umbra, 829.1680013333765, 74.77360768194814, 8.647173392614961, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_train.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_test.csv']

###############################
COMPAS, FULL, INSPECTION_TRAIN, 100, VIEW, NON-MATERIALIZED, Pandas/Original, 2079.33977833333, 1068045.667822017, 1033.462949419096, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_train.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_test.csv']

###############################
COMPAS, FULL, INSPECTION_TRAIN, 100, VIEW, MATERIALIZED, PostgreSQL, 856.3151136669754, 157.60096287579856, 12.55392221083907, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_train.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_test.csv']

###############################
COMPAS, FULL, INSPECTION_TRAIN, 100, VIEW, NON-MATERIALIZED, PostgreSQL, 1577.9211300000497, 866843.3586952589, 931.0442302572197, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_train.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_test.csv']

###############################
COMPAS, FULL, INSPECTION_TRAIN, 100, VIEW, NON-MATERIALIZED, Umbra, 877.6410953334258, 263.0938726177522, 16.22016869880681, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_train.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_test.csv']

###############################
HEALTHCARE, FULL, INSPECTION_TRAIN, 100, CTE, NON-MATERIALIZED, Pandas/Original, 3955.4008733333226, 594429.7036194177, 770.992674167153, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/healthcare/histories.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/healthcare/patients.csv']

###############################
HEALTHCARE, FULL, INSPECTION_TRAIN, 100, CTE, NON-MATERIALIZED, PostgreSQL, 3576.002003000061, 6469.457807026122, 80.4329398134006, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/healthcare/histories.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/healthcare/patients.csv']

###############################

###############################
HEALTHCARE, ONLY_PANDAS, PURE_RUN, 100, CTE, NON-MATERIALIZED, Pandas/Original, 68.82827766670137, 69.98547236551104, 8.365732028072083, [PosixPath('/home/luca/Documents/BA_saved/For_Publication/my_repo/mlinspect/example_to_sql/data_generation/generated_csv/healthcare_histories_generated_100.csv'); PosixPath('/home/luca/Documents/BA_saved/For_Publication/my_repo/mlinspect/example_to_sql/data_generation/generated_csv/healthcare_patients_generated_100.csv')]

###############################

###############################
HEALTHCARE, ONLY_PANDAS, PURE_RUN, 100, CTE, NON-MATERIALIZED, Pandas/Original, (67.98557200030093, 75.44103574899403, 8.68567992439245), [PosixPath('/home/luca/Documents/BA_saved/For_Publication/my_repo/mlinspect/example_to_sql/data_generation/generated_csv/healthcare_histories_generated_100.csv'); PosixPath('/home/luca/Documents/BA_saved/For_Publication/my_repo/mlinspect/example_to_sql/data_generation/generated_csv/healthcare_patients_generated_100.csv')]

###############################
HEALTHCARE, ONLY_PANDAS, PURE_RUN, 100, CTE, NON-MATERIALIZED, PostgreSQL, 2.9605229695638022, [PosixPath('/home/luca/Documents/BA_saved/For_Publication/my_repo/mlinspect/example_to_sql/data_generation/generated_csv/healthcare_histories_generated_100.csv'); PosixPath('/home/luca/Documents/BA_saved/For_Publication/my_repo/mlinspect/example_to_sql/data_generation/generated_csv/healthcare_patients_generated_100.csv')]

###############################
